Directorate,Supplier,Supplier Name,TransNo,Amount,Trans.date,Expense Area,Expense Type
ADCHILD,CHRI88,Christopher Reeves Lower School,10510006,"2,880.00",14/09/2015,Transfer Payments,Payments to Schools
ADCHILD,CHRI93,Christ Church Playgroup,10507616,"3,743.00",02/09/2015,Transfer Payments,Govt Grant - Funds delegated by the LA
ADCHILD,CLAP98,Clapham Pre-School,10507617,"29,563.00",02/09/2015,Transfer Payments,Govt Grant - Funds delegated by the LA
ADCHILD,CLEA17,Clear Outcomes Consultancy Ltd,10512348,"1,596.75",02/09/2015,Supplies,Professional Fees
ADCHILD,COMP25,Compass Career Opportunities Ltd,10509753,"4,860.00",14/09/2015,Supplies,Miscellaneous Expenditure
ADCHILD,COMP95,Complete Care Services Ltd,20135636,"5,180.00",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,CONS08,Consensus Support Services Ltd,20135637,"3,384.44",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,CONS08,Consensus Support Services Ltd,20135638,"8,763.64",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONS08,Consensus Support Services Ltd,20135639,"11,026.79",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,365.20",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"1,912.28",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"1,680.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,336.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CONT04,Contemplation Homes Ltd.,20135640,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,CORN14,Lowrie Care Services t/a Cornerstone Children's Homes,10507276,"15,660.00",04/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,CORT01,Corteen Training & Consultancy Ltd,10510901,400.00,02/09/2015,Employees,Training
ADCHILD,CORT01,Corteen Training & Consultancy Ltd,10510906,400.00,08/09/2015,Employees,Training
ADCHILD,COUN17,Countrywide Intergrated Solutions,10508436,550.00,03/09/2015,Supplies,Rental
ADCHILD,COUN17,Countrywide Intergrated Solutions,10508437,550.00,03/09/2015,Transfer Payments,Asylum Seekers Payments
ADCHILD,COUN17,Countrywide Intergrated Solutions,10508454,550.00,03/09/2015,Transfer Payments,Asylum Seekers Payments
ADCHILD,COVE05,Coversure Insurance,10512153,277.00,23/09/2015,Transfer Payments,Accommodation
ADCHILD,CREA95,Creative Support,10506285,"5,823.36",10/08/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10506286,939.28,10/08/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10506287,516.00,10/08/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10510195,"1,651.20",03/09/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10510197,516.00,03/09/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10510198,"5,823.36",03/09/2015,Transfer Payments,Supported Living Packages
ADCHILD,CREA95,Creative Support,10510199,939.28,03/09/2015,Transfer Payments,Supported Living Packages
ADCHILD,CROS09,Crossroads Care T/A Carers Trust Cambridgeshire,10511672,"1,066.44",04/09/2015,Transfer Payments,Home Care
ADCHILD,CROS10,Crosshall Infant Academy,10510188,946.73,31/08/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,DAIR01,Dairy Crest Ltd,10509327,477.65,29/08/2015,Supplies,Catering Costs
ADCHILD,DAUB02,Daubeney Academy,10509390,"1,610.00",09/09/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,DEAF03,Deafeatures Ltd,10509465,"1,568.00",02/09/2015,Supplies,Interpretation Services
ADCHILD,DEAN99,Dean Grasshoppers,10507618,"3,401.00",02/09/2015,Transfer Payments,Govt Grant - Funds delegated by the LA
ADCHILD,DEBB01,Debbie's Day Care Ltd,10507619,"26,783.00",02/09/2015,Transfer Payments,Govt Grant - Funds delegated by the LA
ADCHILD,DELL01,Dell Corporation Ltd,10508474,287.28,07/09/2015,Supplies,IT Equipment Purchases
ADCHILD,DERB98,Derbyshire County Council,20135641,"1,879.92",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DERB98,Derbyshire County Council,20135641,"11,279.52",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10492979,339.02,01/05/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,"5,418.76",05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,305.85,05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,"5,247.55",05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,"1,954.91",05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,662.13,05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,"2,263.67",05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506424,251.64,05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10506986,"2,367.36",05/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509061,634.88,31/08/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509062,"3,260.48",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509062,"1,098.62",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509062,"2,424.54",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509062,587.76,02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509063,"1,130.24",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509063,"6,103.68",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,"4,351.11",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,628.78,02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,"2,987.11",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,"5,330.12",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,420.12,02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,251.64,02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,"2,392.04",02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL94,Dial House Home Care Ltd (Domiciliary).,10509064,334.02,02/09/2015,Transfer Payments,Home Care
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,464.52",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,040.00",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,496.44",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,492.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,"2,240.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DIAL97,Dial House Nursing Home Ltd,20135642,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DISA95,The Disabilities Trust,20135643,"7,760.00",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DISA95,The Disabilities Trust,20135643,"7,340.00",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,DISA97,Disability Resource Centre,10478870,552.20,27/03/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DISA97,Disability Resource Centre,10492706,641.60,11/06/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DISA97,Disability Resource Centre,10499055,475.00,30/06/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DOMR01,DomRiss Care Limited,10507086,620.28,07/08/2015,Transfer Payments,Supporting People Contracts In-House Services
ADCHILD,DOMR01,DomRiss Care Limited,10507088,286.80,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507089,910.46,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507091,703.96,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507092,272.42,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507093,429.02,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507103,385.00,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507105,"1,382.42",07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507107,317.72,01/04/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507108,345.60,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507109,734.00,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507110,308.18,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507111,322.56,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507112,672.62,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507114,326.39,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10507115,813.22,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10508306,723.29,07/08/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10508306,397.71,07/08/2015,Transfer Payments,Carers Payments
ADCHILD,DOMR01,DomRiss Care Limited,10510641,979.56,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510644,254.42,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510645,308.00,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510647,918.95,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510653,715.38,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510654,377.14,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510656,"1,102.22",03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510658,436.48,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510659,388.76,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510660,643.70,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510671,494.84,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510672,565.80,03/09/2015,Transfer Payments,Home Care
ADCHILD,DOMR01,DomRiss Care Limited,10510750,459.86,01/04/2015,Transfer Payments,Home Care
ADCHILD,DOVE01,Dove Care Homes,20135644,"1,776.00",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,DRC01,The DRC,20134797,"2,464.60",03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,597.68,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,729.36,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,985.84,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,709.12,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,780.00,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,"2,240.00",03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,709.12,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,"2,196.28",03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,"3,097.08",03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,638.20,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,283.64,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,672.00,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,364.68,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,"1,010.88",03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,562.36,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20134797,672.80,03/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,"1,010.88",30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,364.68,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,562.36,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,672.80,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,672.00,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,364.68,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,807.51,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,638.20,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,"2,238.84",30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,"3,157.56",30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,709.12,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,"2,240.00",30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,780.00,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,709.12,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,985.84,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,DRC01,The DRC,20136289,597.68,30/09/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,EACH01,Each One Homes,10507467,"3,286.00",01/09/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,EACH01,Each One Homes,10508351,"1,908.00",01/09/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,EAST89,Easterbrook Farm,20135645,"3,931.20",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,EDUF01,Edufocus Ltd,10507926,"4,999.00",07/07/2015,Supplies,Subscriptions
ADCHILD,EILE99,Federation of Eileen Wade and Milton Ernest Lower Schools,10510008,"1,440.00",14/09/2015,Transfer Payments,Payments to Schools
ADCHILD,EILE99,Federation of Eileen Wade and Milton Ernest Lower Schools,10510011,"1,080.00",14/09/2015,Transfer Payments,Payments to Schools
ADCHILD,ELIT01,Elite Respite and Day Services Ltd,10509896,348.24,19/08/2015,Transfer Payments,Day Care
ADCHILD,ELIT94,Elite Care Services Ltd,10509898,"1,950.00",27/08/2015,Transfer Payments,Home Care
ADCHILD,ELIT94,Elite Care Services Ltd,10509900,598.88,27/08/2015,Transfer Payments,Home Care
ADCHILD,ELIT94,Elite Care Services Ltd,10512439,598.88,08/09/2015,Transfer Payments,Home Care
ADCHILD,ELIT94,Elite Care Services Ltd,10512440,598.88,08/09/2015,Transfer Payments,Home Care
ADCHILD,ELIT94,Elite Care Services Ltd,10512441,"1,950.00",08/09/2015,Transfer Payments,Home Care
ADCHILD,ELIT94,Elite Care Services Ltd,10512443,"1,950.00",08/09/2015,Transfer Payments,Home Care
ADCHILD,ELST96,Elstow Lodge,20135646,"3,194.80",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ELST96,Elstow Lodge,20135646,"2,765.60",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ELST96,Elstow Lodge,20135646,"5,307.04",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ELST96,Elstow Lodge,20135646,"2,765.60",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ELST96,Elstow Lodge,20135646,"2,422.56",23/09/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ELST97,Elstow Lower School,10510012,"7,560.00",14/09/2015,Transfer Payments,Payments to Schools
ADCHILD,EMOO98,Emo Oil Ltd,10509754,"2,366.00",08/09/2015,Premises,Oil
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507806,435.86,31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507807,321.07,31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507808,899.68,31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507809,761.68,31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507810,488.76,31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EMSL01,E.M.S Lifts Ltd,10507811,"1,037.47",31/08/2015,Transfer Payments,Social Care - Equipment & Furniture
ADCHILD,EQUA05,Equaliteach CIC,10511462,350.00,22/09/2015,Employees,Training
ADCHILD,ETHE01,Ethelbert Childrens Services,10508353,"3,098.57",05/09/2015,Transfer Payments,Independent Foster Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10506761,525.00,31/07/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10506768,649.00,31/07/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507094,873.00,06/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507095,410.00,06/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507096,791.75,06/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507097,366.00,06/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507098,860.00,20/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507099,"1,230.50",20/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507100,658.50,20/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507168,729.00,31/07/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507171,"1,040.00",31/07/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10507176,"1,070.50",31/07/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508734,"3,420.00",07/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508736,525.00,07/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508737,265.00,07/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508752,914.33,14/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508753,320.00,14/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508754,"1,154.00",14/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10508787,"1,431.00",14/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510661,"3,420.00",28/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510664,525.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510665,406.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510669,525.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510683,"3,420.00",28/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510685,"3,420.00",28/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510702,637.00,28/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510703,"1,127.50",28/08/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510770,525.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510771,406.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510776,525.00,28/08/2015,Transfer Payments,Home Care
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510800,546.00,03/09/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510802,690.00,03/09/2015,Employees,Agency Salaries
ADCHILD,EVER03,Everycare (MK & Beds) Ltd.,10510803,591.50,03/09/2015,Employees,Agency Salaries
ADCHILD,EXCE01,Excelcare,20135647,448.00,23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,EXCE01,Excelcare,20135647,"2,545.20",23/09/2015,Transfer Payments,Nursing Home Payments
ADCHILD,EXPE04,Expedite RSCIMC Limited,10508127,300.00,02/09/2015,Supplies,Professional Fees
ADCHILD,EXPE04,Expedite RSCIMC Limited,10508128,300.00,02/09/2015,Supplies,Professional Fees
ADCHILD,FACE04,FACES Bedford,10509793,"17,276.75",01/09/2015,Supplies,Payment of Grant
ADCHILD,FAIR92,Fairfield Care Products LLP,10505954,663.76,21/08/2015,Supplies,Purchase of Consumables
ADCHILD,FAIR92,Fairfield Care Products LLP,10507833,290.16,02/09/2015,Supplies,Purchase of Consumables
ADCHILD,FAIR92,Fairfield Care Products LLP,10509755,306.36,11/09/2015,Supplies,Purchase of Consumables
ADCHILD,FAIR92,Fairfield Care Products LLP,10510999,318.80,18/09/2015,Supplies,Purchase of Equipment
ADCHILD,FAIR92,Fairfield Care Products LLP,10511002,288.42,18/09/2015,Supplies,Purchase of Consumables
ADCHILD,FAMI07,Family Fostercare,10502837,"3,538.34",03/08/2015,Transfer Payments,Independent Foster Care
