Directorate,Supplier,Supplier Name,TransNo,Amount,Trans.date,Expense Area,Expense Type
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,248.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,470.40,06/05/2015,Transfer Payments,Respite Care
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,457.14",06/05/2015,Transfer Payments,Respite Care
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Respite Care
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,655.71,06/05/2015,Transfer Payments,Respite Care
ADCHILD,GBCA99,GB Care Ltd,20127995,437.14,06/05/2015,Transfer Payments,Respite Care
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GBCA99,GB Care Ltd,20127995,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GEMI02,Gemini Cars Bedford,10486837,"1,664.00",30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,GEMI02,Gemini Cars Bedford,10486906,910.00,30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,GEMI06,Gemini Exclusive Care,10484773,311.00,21/04/2015,Transfer Payments,Home Care
ADCHILD,GEMI06,Gemini Exclusive Care,10484777,857.00,21/04/2015,Transfer Payments,Home Care
ADCHILD,GEMI06,Gemini Exclusive Care,10484779,"1,120.50",21/04/2015,Transfer Payments,Home Care
ADCHILD,GEMI06,Gemini Exclusive Care,10484782,"1,111.00",25/03/2015,Transfer Payments,Home Care
ADCHILD,GEMI06,Gemini Exclusive Care,10484783,530.00,21/04/2015,Transfer Payments,Home Care
ADCHILD,GLOU99,Gloucestershire Group Homes,20127996,"3,824.20",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GOLD14,Goldington Academy Trust,10486121,"7,200.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GOLD14,Goldington Academy Trust,10486988,"1,900.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,GOLD19,Goldington Green Academy,10486123,"5,760.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GOLD19,Goldington Green Academy,10486145,"7,190.00",11/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GOLD19,Goldington Green Academy,10486978,"6,939.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,GOPA01,Gopak Ltd,10487936,325.66,13/05/2015,Supplies,Purchase of Equipment
ADCHILD,GRAC03,Gracewell Healthcare,20127997,"2,025.96",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GRAN14,Grange Academy,10486999,"26,895.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,GREA15,Great Barford Lower School,10486073,"3,596.00",06/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GREA97,Great Barford Lower School,10486101,"1,080.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,806.40,06/05/2015,Transfer Payments,Respite Care
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"1,075.20",06/05/2015,Transfer Payments,Respite Care
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREE97,Greensleeves Homes Trust,20128000,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREE22,Greensleeves Homes Trust - Tickford Abbey,20127998,"2,200.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GRET99,Gretton Homes,20128001,"6,039.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GRET99,Gretton Homes,20128001,"6,030.88",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,GREY03,Greys Education Centre (Academy),10486125,"3,240.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,GREY03,Greys Education Centre (Academy),10487002,"42,464.00",14/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools
ADCHILD,GREY03,Greys Education Centre (Academy),10487003,"35,168.00",14/05/2015,Transfer Payments,Commissioned Services - Outreach
ADCHILD,GREY03,Greys Education Centre (Academy),10487004,"33,500.00",14/05/2015,Transfer Payments,(DSG) Commissioned Services - Medical Needs
ADCHILD,GREY03,Greys Education Centre (Academy),10487005,"22,000.00",14/05/2015,Transfer Payments,(DSG) Commissioned Services - Hospital School
ADCHILD,HARL95,Harlington Area Schools Trust,10486944,"3,299.00",15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,HARR17,Harrold Academy,10486126,"10,080.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,HARR94,Harrold Lower School,10486074,"3,546.00",06/05/2015,Transfer Payments,Payments to Schools
ADCHILD,HAST03,Hastingsbury Business & Enterprise,10486083,"26,640.00",05/05/2015,Transfer Payments,Payments to Schools
ADCHILD,HAVA99,Havanna Cars Ltd,10486823,"21,818.95",30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,HAVA99,Havanna Cars Ltd,10486838,"1,716.00",30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,HAVA99,Havanna Cars Ltd,10487654,900.00,30/04/2015,Transfer Payments,Transport & Meals (Social Services Care)
ADCHILD,HAVA99,Havanna Cars Ltd,10487654,"1,347.50",30/04/2015,Transfer Payments,Transport & Meals (Social Services Care)
ADCHILD,HAZE02,Hazeldene Lower School,10486075,"3,819.00",06/05/2015,Transfer Payments,Payments to Schools
ADCHILD,HEAL15,HEALTHWATCH BEDFORD BOROUGH,10483501,"63,000.00",22/04/2015,Transfer Payments,Contract payments - Voluntary Associations
ADCHILD,HEAL15,HEALTHWATCH BEDFORD BOROUGH,10484857,"29,000.00",22/04/2015,Transfer Payments,Contract payments - Voluntary Associations
ADCHILD,HEAT09,Heathlands School,10486945,"1,758.00",15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,HEPW98,Hepworth House,20128002,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,470.40,06/05/2015,Transfer Payments,Respite Care
ADCHILD,HEPW98,Hepworth House,20128002,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEPW98,Hepworth House,20128002,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HERB01,Herberts Travel,10486850,"32,169.82",30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"1,912.28",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"1,912.28",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"1,344.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"1,912.28",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HEST99,Hestia Healthcare Ltd T/A The Willow,20128003,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20128011,"2,930.40",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20128012,"8,186.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOME85,HFT - Home Farm Trust Ltd,20128012,"4,948.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HIGH01,Higham House Care Home,20128004,"1,684.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HISP99,Hi-Spec Facilities Support Co Plc,10485224,735.15,30/04/2015,Premises,Cleaning Services
ADCHILD,HMCT02,HMCTS HM Courts and Tribunals Service (DD),10484754,"8,805.00",01/05/2015,Supplies,Court Costs (Payment to HMCTS)
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"1,319.16",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"2,465.72",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"1,319.16",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"2,347.48",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"1,983.04",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"1,883.32",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,352.44,06/05/2015,Transfer Payments,Day Care
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,"1,562.04",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLL90,Holly Tree Lodge Resident Home,20128007,718.04,06/05/2015,Transfer Payments,Day Care
ADCHILD,HOLL89,Hollybank Trust,20128006,"7,250.64",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOLY01,Holywell Middle School,10486936,"1,787.00",15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,HOME19,Home From Home Care Ltd,20128009,"8,800.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HOME16,Homecare Solutions Ltd,10484204,"1,104.04",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484206,394.48,20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484206,"1,834.72",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484206,"2,608.08",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"2,364.16",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,381.92,20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"2,447.44",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"1,304.00",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"7,919.56",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"1,177.84",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,915.36,20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME16,Homecare Solutions Ltd,10484209,"5,535.80",20/04/2015,Transfer Payments,Home Care
ADCHILD,HOME14,Homefield College Ltd,20128008,"4,080.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,HONI01,Honiton Manor,20128013,"1,840.84",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,HOTL01,Hotline Group Ltd,10484625,668.05,30/04/2015,Transfer Payments,Client Activities
ADCHILD,HOUS99,Housing 21,10488801,"1,806.71",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,IMAJ01,Imajica Theatre Company,10482911,275.00,18/03/2015,Transfer Payments,Client Activities
ADCHILD,INDE10,Independent Community Care Management Ltd,10481911,"1,645.85",31/03/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,INDE10,Independent Community Care Management Ltd,10487910,"2,298.26",30/04/2015,Transfer Payments,High Level Family Support CWD
ADCHILD,INTE12,Integrated Services Programme (ISP),10480331,"5,568.90",13/02/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480332,"5,568.90",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480496,"5,400.30",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480497,"5,400.30",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480498,"5,568.90",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480499,"5,568.90",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480500,"5,568.90",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10480501,"5,568.90",01/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485373,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485374,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485375,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485376,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485377,"5,580.31",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485378,"5,580.31",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485379,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,INTE12,Integrated Services Programme (ISP),10485380,"5,754.53",01/05/2015,Transfer Payments,Independent Foster Care
ADCHILD,IVEL02,Ivel Valley School,10486946,"19,293.00",15/05/2015,Transfer Payments,Top-Ups - Maintained Providers - OLA
ADCHILD,JATR99,J & A Travel Ltd,10486889,570.00,30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,JDTR99,J & D Travel,10486899,"3,367.00",01/05/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,MATT97,J Mattison,10487032,373.00,12/05/2015,Premises,Annual Maintenance of Fixtures & Fittings
ADCHILD,JPHY99,J P Hygiene Supplies Ltd,10485989,504.00,01/04/2015,Supplies,Purchase of Consumables
ADCHILD,JARD03,Jardak Services Ltd,10485490,834.00,01/05/2015,Transfer Payments,Living Expenses
ADCHILD,JOHN17,John Larking Verbatim Reporters,10486233,355.83,11/05/2015,Supplies,Transcribers  (Legal)
ADCHILD,KWSE99,K W S Educational Services Ltd,10486304,"7,000.00",08/05/2015,Transfer Payments,Voluntary & Independent Schools
ADCHILD,KEYS07,Keys Childcare Ltd,10484155,600.00,30/04/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,KIDS03,Kids,10486297,"3,800.00",01/05/2015,Supplies,Professional Fees
ADCHILD,KIMB98,Kimbolton Lodge,20128015,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,KIMB98,Kimbolton Lodge,20128015,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,KIMB98,Kimbolton Lodge,20128015,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,KIMB98,Kimbolton Lodge,20128015,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,KIMB98,Kimbolton Lodge,20128015,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,KIMB98,Kimbolton Lodge,20128015,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,KIMB02,Kimbolton Primary Academy,10486931,737.00,15/05/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA
ADCHILD,KING91,Kings Arms Project,10488802,"29,969.76",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,KING12,Kings Arms Trust,10487176,298.00,07/05/2015,Supplies,Venue Hire
ADCHILD,KING12,Kings Arms Trust,10487590,273.00,12/05/2015,Supplies,Venue Hire
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484308,622.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484415,500.50,14/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484417,627.00,15/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484419,493.60,13/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484421,634.30,12/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484430,548.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484436,388.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484437,380.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10484784,"1,060.50",07/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10486516,352.00,24/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10486518,"1,205.90",23/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10486520,901.00,21/04/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10488205,796.00,02/05/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10488207,388.00,01/05/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10488304,486.00,04/05/2015,Transfer Payments,Home Care
ADCHILD,KITE05,Kitec Healthcare Services Ltd,10488308,388.00,03/05/2015,Transfer Payments,Home Care
ADCHILD,KKMI99,Kk Minibuses,10486851,"2,600.00",27/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10484767,492.90,01/05/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10484768,"1,084.20",01/05/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10484769,492.90,01/05/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10484770,492.90,01/05/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,LAMP02,LAMP (Luton Accommodation & Move-On Project,10484771,492.90,01/05/2015,Transfer Payments,Leaving Care Accommodation
ADCHILD,LANG97,Langley House Trust,10488803,"9,785.76",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,LANS99,Lansdowne Care Services,10483985,"1,475.00",31/03/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,10485191,750.00,30/04/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,10486022,584.52,30/04/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,10486540,673.63,01/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,281.36",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,277.80",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,254.80,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128019,"1,946.72",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,456.40,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,227.76",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,469.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,283.36",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"2,251.08",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"1,057.68",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"1,672.32",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128019,"1,946.72",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128020,"4,702.56",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128020,"4,074.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128020,"3,880.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"4,423.20",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"13,593.58",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"4,943.12",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"4,384.40",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"4,054.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"3,407.36",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128021,"1,105.92",06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128021,"3,242.40",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,LANS99,Lansdowne Care Services,20128022,404.36,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,"1,256.96",06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,396.40,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,402.16,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,792.32,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,792.24,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,675.72,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,626.16,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,294.36,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,808.76,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,801.84,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,953.52,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,926.40,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,887.36,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,572.96,06/05/2015,Transfer Payments,Day Care
ADCHILD,LANS99,Lansdowne Care Services,20128022,398.48,06/05/2015,Transfer Payments,Day Care
